Donald,Matthews,10022,15500,Customer Research,donald.matthews@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Jessica,Mann,1441,25500,Customer Research,jessica.mann@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Victoria,Montoya,18601,24000,Customer Research,victoria.montoya@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Wanda,Chung,14614,32000,Customer Research,wanda.chung@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
William,Stevens,5632,15000,Customer Research,william.stevens@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Lisa,Swanson,6391,31000,Customer Research,lisa.swanson@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Jeffrey,Alexander,9127,26000,Customer Research,jeffrey.alexander@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Kari,Smith,10913,28000,Customer Research,kari.smith@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Lori,Hall,4971,16000,Customer Research,lori.hall@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Ronald,Martinez,17195,33000,Customer Research,ronald.martinez@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Tina,Payne,4912,15000,Customer Research,tina.payne@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Hector,Harris,6336,26500,Customer Research,hector.harris@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Kevin,Young,5110,32500,Customer Research,kevin.young@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Cassandra,Schmitt,13580,15000,Customer Research,cassandra.schmitt@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Christopher,Cooper,8689,22000,Customer Research,christopher.cooper@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Haley,Nelson,7594,15000,Customer Research,haley.nelson@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Meredith,Hammond,1047,29000,Customer Research,meredith.hammond@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Melanie,Baker,1707,27000,Customer Research,melanie.baker@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
John,Thompson,12882,21000,Customer Research,john.thompson@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Timothy,Smith,9749,43500,Customer Research,timothy.smith@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Renee,Thornton,8481,23000,Customer Research,renee.thornton@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Jesse,Baird,17924,32500,Customer Research,jesse.baird@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Martin,Spencer,17226,15000,Customer Research,martin.spencer@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Kevin,Hart,10805,15000,Customer Research,kevin.hart@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Kathryn,Robbins,16987,33500,Customer Research,kathryn.robbins@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Jacob,Benson,7179,17000,Customer Research,jacob.benson@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Brittany,Smith,9972,23000,Customer Research,brittany.smith@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Kara,Avila,15042,30500,Customer Research,kara.avila@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Mark,White,15311,29500,Customer Research,mark.white@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Brittany,Wallace,2690,18000,Customer Research,brittany.wallace@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Stephen,Fox,6852,15000,Customer Research,stephen.fox@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Daniel,Chavez,1198,16500,Customer Research,daniel.chavez@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Rachel,Robinson,15248,29500,Customer Research,rachel.robinson@datapocalypse.com
first_name,last_name,employee_id,salary,department,email
Michael,Young,16597,15000,Customer Research,michael.young@datapocalypse.com
